ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
5486,30000,1,3,2,28,2,2,2,2,2,3
21280,290000,1,3,1,61,0,0,0,0,0,0
23377,30000,2,5,1,31,0,0,0,0,0,0
10438,50000,1,3,2,40,0,0,0,0,0,0
22646,450000,2,2,1,34,0,0,0,0,0,0
23580,230000,2,2,1,40,-1,-1,-1,0,0,0
15001,50000,2,1,2,22,0,0,0,-1,-1,-2
9836,80000,2,1,2,32,0,0,0,0,2,2
2095,20000,1,1,2,23,2,2,0,0,0,0
12686,130000,1,2,1,52,0,0,2,2,0,0
17246,110000,2,2,2,34,0,0,2,0,0,0
15983,30000,2,3,1,46,0,0,0,0,0,2
11008,5.00E+05,1,1,2,32,0,0,0,0,0,0
22102,50000,2,3,2,28,0,0,0,0,0,0
11643,130000,2,3,1,39,-1,-1,2,-1,-1,-1
2723,140000,1,1,2,41,2,2,2,0,0,0
9825,210000,1,2,1,46,-2,-2,-2,-2,-2,-2
4887,360000,2,1,2,31,-1,-1,-1,-1,-2,-2
23260,10000,2,2,1,37,-1,-1,-1,-1,-1,0
6251,10000,2,2,2,27,0,0,0,0,0,0
4144,30000,2,2,2,24,2,0,0,0,0,-2
7302,1.00E+05,1,1,2,32,-1,-1,-2,-2,-2,-2
7655,30000,1,1,2,24,0,0,0,0,0,0
21982,230000,2,3,2,27,-1,2,-1,-1,0,-1
4731,220000,2,1,2,29,0,0,0,0,0,0
17196,160000,2,2,2,29,0,0,0,-1,-1,0
17731,360000,2,1,1,54,1,-2,-2,-1,0,-1
5966,50000,2,2,1,32,0,0,0,0,0,0
23254,180000,2,2,2,39,-1,-1,-1,-1,-1,-1
23274,180000,2,2,2,46,-2,-2,-2,-2,-2,-2
5199,20000,1,2,1,51,0,0,2,0,0,0
6793,30000,1,2,1,40,2,2,0,0,0,0
21453,20000,2,3,1,22,2,0,0,0,0,0
22163,360000,2,1,2,29,1,-2,-2,-2,-2,-2
4226,270000,2,2,1,35,-1,-1,-1,-1,-1,-1
3964,90000,2,2,2,23,2,2,2,2,2,2
13556,210000,2,2,2,25,0,0,0,0,0,0
14872,410000,2,1,2,30,0,-1,-1,0,0,-1
18986,2.00E+05,2,1,2,30,0,0,0,0,0,0
9354,140000,1,1,2,28,0,0,0,-1,-1,-1
11047,410000,2,1,1,35,-1,-1,-2,-2,-2,-1
18672,30000,2,3,1,22,-2,-2,-2,-2,-2,-2
12191,250000,1,1,2,35,-1,-1,-1,-1,-1,-1
5156,80000,1,2,2,27,-1,-1,-1,-1,2,-1
20913,180000,1,1,2,34,-2,-2,-2,-2,-2,-2
12649,160000,2,2,1,40,1,-2,-2,-2,-2,-2
11905,10000,1,2,2,21,0,0,-2,-2,-2,-2
21093,260000,1,5,1,42,0,0,0,0,0,0
11420,50000,2,2,1,57,-1,-1,-1,-2,-2,-2
14567,2.00E+05,1,1,3,50,3,2,2,2,0,0
20654,310000,1,2,2,30,0,0,0,0,0,0
5762,3.00E+05,2,1,1,39,1,2,-1,-1,-1,-1
12345,30000,2,2,1,53,1,3,2,3,2,0
7125,140000,2,2,2,24,-2,-2,-2,-2,-2,-2
22941,1.00E+05,2,1,2,28,0,0,0,0,0,0
20733,120000,1,2,1,45,0,0,0,2,-1,-1
1414,240000,1,2,1,30,-1,-1,-1,-1,-1,-1
11236,260000,1,2,2,31,0,0,0,0,0,0
14625,130000,2,1,1,47,0,0,0,0,0,0
2185,50000,1,1,1,42,0,0,0,-2,-2,-2
9689,1.00E+05,2,3,2,46,0,0,0,0,0,0
1618,360000,1,1,1,32,-2,-2,-2,-2,-2,-2
16559,30000,1,2,2,27,3,2,2,4,4,4
4720,60000,1,2,2,25,2,2,2,0,0,0
16029,50000,2,3,3,43,1,2,2,0,0,0
10996,5.00E+05,2,2,2,27,0,0,0,0,0,0
776,60000,2,1,2,26,1,2,0,0,0,0
7055,50000,2,1,2,24,0,0,0,0,0,0
2167,440000,2,1,1,37,-1,-1,0,-1,-1,-1
14162,50000,1,2,2,25,-1,3,2,0,0,0
1271,50000,2,3,1,57,0,0,0,0,0,0
12110,420000,1,1,1,54,-1,-1,-1,-1,-1,-1
10505,340000,1,2,2,29,-1,-1,0,0,-1,2
18217,120000,1,2,2,51,2,2,0,0,0,0
20695,190000,1,2,1,41,2,2,0,0,0,0
17289,50000,2,2,2,44,0,0,0,0,-1,0
7767,20000,1,2,2,24,0,-1,-1,-1,-1,-1
4313,2.00E+05,2,1,2,32,-1,-1,-1,-1,0,0
6447,260000,2,5,1,46,-1,-1,-1,-1,-1,-2
3124,210000,1,1,2,30,-1,-1,-1,0,-1,-1
1464,3.00E+05,2,2,1,50,-1,-1,-1,0,0,0
10164,120000,2,1,2,23,0,0,0,0,0,0
8982,30000,1,2,2,43,0,0,0,0,0,-2
18963,1.00E+05,2,2,2,30,0,0,0,0,0,0
4993,80000,1,2,1,36,2,2,2,2,2,2
1874,30000,2,2,2,22,0,0,0,0,0,0
17125,80000,2,2,1,26,0,0,-2,-2,-2,-2
18127,160000,1,3,1,42,-1,0,0,0,0,0
14695,2.00E+05,2,2,2,30,-1,0,0,-1,-1,-1
9398,20000,1,1,2,29,0,0,0,0,0,0
1329,140000,1,2,1,41,0,0,0,0,0,0
8220,50000,1,2,2,51,0,0,0,2,2,0
19761,2.00E+05,2,2,1,34,0,-1,-1,2,-1,-1
22967,30000,2,1,2,25,0,0,0,0,0,0
1911,360000,1,1,1,38,-1,-1,-1,-1,-1,-1
4027,260000,2,2,2,29,-1,-1,-1,-1,-1,-1
4009,130000,2,2,2,24,1,-2,-2,-2,-2,-2
6109,120000,1,1,1,35,1,2,2,2,2,2
15393,50000,2,3,1,53,0,0,0,0,0,0
20151,50000,2,1,1,40,0,0,0,0,0,0
8311,310000,2,1,2,30,0,0,0,0,0,0
20856,80000,1,2,1,30,2,0,0,0,0,3
7936,80000,2,2,2,24,0,0,0,0,0,0
3613,80000,2,2,2,27,0,0,0,0,2,2
11964,360000,2,1,2,56,-2,-2,-2,-2,-2,-2
23266,320000,2,1,1,42,0,0,0,0,0,0
14131,270000,1,2,1,39,0,0,0,0,0,0
12123,180000,2,1,1,30,0,0,0,0,0,0
19021,240000,2,1,2,28,0,0,0,0,0,0
13203,50000,2,2,1,50,0,0,0,0,0,0
4813,50000,2,3,1,27,-1,0,0,0,3,2
13449,2.00E+05,1,2,1,57,-1,-1,-1,-1,-1,-1
9063,70000,2,1,2,34,2,2,2,2,2,2
18029,20000,1,3,2,31,0,0,0,0,0,0
9629,150000,2,1,2,34,1,-2,-2,-2,-1,2
16385,220000,2,1,1,42,-1,-1,-1,-1,-1,-1
20878,210000,1,1,1,40,0,0,0,0,2,0
22942,180000,2,5,1,44,0,0,-1,-1,-1,-1
17004,30000,2,1,2,22,0,0,0,0,0,0
14864,470000,2,1,2,27,-1,-1,-1,-1,-1,-1
9359,450000,1,1,2,28,-1,0,0,0,-1,-1
18551,150000,2,1,2,24,-2,-2,-2,-2,-2,-2
1827,260000,2,2,1,35,0,0,0,0,0,0
18106,2.00E+05,1,3,2,33,0,0,0,0,0,-1
10149,50000,2,2,1,47,0,0,0,0,2,2
17977,120000,1,2,1,45,0,0,0,0,0,0
10305,1.00E+05,2,2,2,23,0,0,0,0,0,2
14065,2.00E+05,1,1,2,38,-2,-2,-2,-2,-2,-2
17737,110000,2,3,1,52,1,2,0,0,0,2
21202,20000,1,2,2,30,3,2,3,3,5,4
215,470000,1,2,2,27,2,2,2,2,0,0
23631,150000,2,2,2,44,2,2,0,0,0,0
11626,140000,1,2,2,28,2,2,2,2,2,2
17532,180000,2,2,1,35,-1,-1,-1,-1,-2,-2
8183,130000,1,2,2,32,0,0,0,2,0,0
10955,430000,2,1,2,34,0,0,0,0,0,0
8286,30000,1,2,1,25,-1,-1,-2,-1,2,2
8053,90000,1,3,2,32,0,0,0,-1,-1,-2
19233,30000,2,3,2,42,0,0,0,0,0,0
22286,30000,2,3,1,29,1,2,2,2,2,2
5569,50000,1,2,1,24,0,0,0,0,0,0
61,5.00E+05,2,3,1,28,0,0,0,0,0,0
19156,290000,2,1,1,43,-1,-1,-1,-1,0,-1
15053,350000,1,1,2,34,1,2,0,0,2,0
5389,50000,1,3,2,24,0,0,0,0,-1,-1
2904,60000,2,3,1,36,1,2,2,0,0,0
2758,70000,1,2,2,38,0,0,2,0,0,0
5513,2.00E+05,2,3,1,69,2,2,2,2,2,-2
18228,1.00E+05,1,3,1,56,1,2,2,2,2,2
303,50000,2,3,1,40,0,0,0,0,0,0
20363,1.00E+05,1,1,1,37,0,0,0,0,0,0
8677,480000,2,1,1,60,-1,-1,-1,0,0,0
9934,410000,1,1,2,31,-1,-1,-1,0,0,-1
19406,180000,2,1,1,42,-2,-2,-2,-2,-2,-1
1392,170000,2,1,2,30,-1,0,-1,-1,0,-1
19058,1.00E+05,2,1,2,25,1,2,0,0,0,0
2844,120000,2,2,2,28,1,2,2,2,2,2
7583,1.00E+05,2,1,1,32,-1,-1,-1,-1,-1,0
2499,50000,1,3,1,36,0,0,0,0,0,0
4177,260000,1,1,2,34,0,0,0,0,0,0
3442,110000,1,1,2,33,0,0,2,2,2,2
19494,130000,2,3,2,36,-1,-1,-1,-1,-1,-1
23584,240000,2,2,1,38,0,0,0,0,0,0
16862,5.00E+05,1,1,1,46,0,0,0,0,0,0
21839,140000,2,2,2,24,0,0,0,0,0,0
19183,160000,2,3,1,40,0,0,0,0,0,0
7340,110000,1,3,1,35,2,0,0,0,2,2
6792,20000,1,2,2,22,1,-2,-2,-1,0,0
19319,160000,2,2,2,39,0,0,0,0,0,0
17222,70000,2,2,2,25,0,0,0,0,0,0
8228,110000,2,2,1,35,0,0,0,0,0,0
5146,240000,2,3,2,36,1,-2,-2,-2,-1,-1
6811,10000,1,1,2,30,0,0,0,0,0,0
21843,270000,2,2,1,26,0,0,0,0,0,-1
15154,50000,2,2,2,23,2,0,0,-2,-1,-1
20404,2.00E+05,1,1,2,24,-1,-1,-1,-1,0,0
2696,450000,2,1,1,36,1,-1,-1,-2,-2,-2
15458,80000,1,3,1,31,1,-2,-2,-2,-2,-2
10216,30000,1,3,1,52,2,3,2,0,0,0
10723,160000,1,3,1,54,-1,2,-1,0,0,0
22056,1.00E+05,2,1,1,29,2,2,-2,-2,-2,-2
2472,20000,1,1,2,29,2,2,3,2,2,2
6017,30000,2,2,1,28,0,0,0,0,0,-1
7023,1.00E+05,1,2,1,44,2,2,2,2,3,2
4395,360000,1,1,1,59,-2,-2,-2,-1,0,-1
10865,60000,2,5,2,22,0,0,0,0,0,0
20831,10000,1,2,2,37,0,0,0,0,0,0
17291,230000,2,2,1,34,0,-1,-1,-1,-1,-1
19422,210000,2,2,1,35,-1,-1,-1,-1,0,-1
10485,150000,2,2,2,25,1,-2,-2,-2,-2,-2
5093,520000,1,2,2,32,0,0,0,0,0,0
4000,170000,1,2,2,39,-1,-1,-1,0,-1,2
12680,150000,2,1,1,35,0,0,0,0,0,0
1564,30000,2,3,1,56,0,0,2,2,0,0
5427,50000,2,2,1,49,-1,-1,-1,-1,-1,-1
1025,310000,1,2,2,33,-2,-2,-2,-2,-2,-2
18498,140000,2,1,2,26,0,0,0,0,0,0
2892,180000,2,1,2,53,1,-2,-1,-1,-1,-1
23129,90000,2,2,1,35,0,0,2,0,0,0
19241,380000,2,3,1,44,0,0,0,0,-1,-1
21634,30000,2,5,2,22,0,0,0,0,0,-2
2944,20000,1,2,2,24,0,0,2,0,0,0
18213,20000,1,2,2,39,0,0,0,0,0,0
5254,2.00E+05,1,1,1,63,-1,-1,-1,-1,-1,-1
19337,390000,2,2,2,35,0,0,0,0,0,0
10722,30000,2,1,2,28,0,0,0,0,0,0
14311,140000,2,1,1,36,0,0,0,0,0,0
8059,110000,2,2,1,31,0,0,0,0,0,0
2247,140000,1,1,2,32,0,0,0,0,0,0
22565,360000,2,1,2,31,-2,-2,-2,-2,-2,-2
4626,5.00E+05,2,3,2,40,0,0,0,0,0,0
17696,340000,2,2,1,44,0,0,0,-1,0,0
22272,230000,2,1,2,33,0,0,0,0,0,0
2477,50000,1,3,1,53,0,0,0,0,0,0
19924,50000,2,2,1,31,0,0,0,0,0,0
12349,140000,2,3,1,46,0,0,0,0,0,0
21138,2.00E+05,1,1,1,39,-2,-2,-2,-2,-2,-2
2266,50000,2,2,2,26,0,0,0,0,-2,-2
17507,350000,2,2,1,36,1,-2,-2,-2,-1,0
10184,30000,1,2,1,39,1,2,2,0,0,2
23346,5.00E+05,2,1,1,33,-2,-2,-2,-2,-2,-2
11633,170000,2,2,1,43,0,0,0,0,0,0
712,30000,2,2,1,42,0,0,0,0,0,0
11043,1.00E+05,2,1,1,28,0,0,0,0,0,0
12658,290000,1,2,1,38,0,0,0,0,0,0
3179,10000,1,1,2,24,2,0,0,0,0,2
6040,160000,2,2,1,49,0,0,0,0,0,0
16773,10000,1,3,1,39,1,2,0,0,0,0
19719,150000,2,1,1,28,0,-1,-1,-1,-1,-1
23937,50000,1,3,2,26,2,0,0,0,0,0
10692,2.00E+05,2,2,2,23,0,-1,-1,-1,0,0
22906,140000,2,2,1,32,0,0,0,0,0,0
13553,120000,2,1,2,25,0,0,2,0,0,0
18352,20000,2,2,2,22,2,4,3,2,0,0
23365,5.00E+05,2,2,1,40,0,0,0,0,0,0
14326,120000,2,2,2,23,0,0,0,0,0,0
5338,50000,2,2,1,31,0,0,0,0,0,0
21806,2.00E+05,2,1,2,26,-2,-2,-2,-2,-2,-2
13135,260000,2,2,1,39,0,0,0,0,0,0
17443,110000,2,2,1,39,0,0,0,0,0,0
7103,50000,1,3,2,35,0,0,0,-1,-1,-1
16806,50000,1,3,2,43,-1,-1,-1,0,-1,-1
21857,180000,2,1,2,27,1,-1,-1,-1,-1,-1
17364,50000,2,2,1,36,3,2,2,2,3,2
6918,3.00E+05,1,1,2,26,2,2,2,0,0,2
13475,130000,1,2,2,27,0,0,0,0,0,0
18105,280000,1,1,1,42,1,-2,-2,-2,-2,-2
17801,80000,1,1,2,24,0,0,0,0,0,0
3907,380000,2,1,1,33,0,0,0,0,0,0
2109,160000,2,2,1,49,1,2,2,2,2,2
20276,50000,2,3,1,57,0,0,0,0,0,0
16688,110000,1,3,1,34,0,0,0,0,0,0
23468,230000,2,4,2,30,0,0,0,0,0,0
18331,120000,2,2,2,23,0,0,0,0,0,0
15777,70000,2,2,2,24,0,0,0,0,-2,-1
15177,1.00E+05,2,2,2,24,0,0,0,0,0,0
17983,1.00E+05,1,2,2,36,0,0,0,0,-2,-2
15740,80000,2,1,2,27,-1,-1,-1,-1,0,-1
1864,50000,2,2,2,24,0,0,0,0,0,0
15584,20000,1,3,1,52,0,0,3,2,0,0
22310,50000,2,2,2,27,0,0,0,0,0,-2
22110,150000,2,2,1,30,0,-1,-1,-1,-1,-1
17555,180000,2,2,2,39,0,0,-1,-1,-2,-2
22237,50000,2,2,1,32,0,0,0,0,0,0
5119,290000,2,1,2,29,0,0,0,0,0,0
5443,150000,1,4,2,30,0,0,0,0,0,0
19267,2.00E+05,2,2,1,37,-1,-1,-1,-1,-1,-1
14994,360000,1,2,1,37,-2,-2,-2,-2,-2,-1
801,4.00E+05,1,1,2,37,-1,-1,-1,-1,-2,-1
8502,50000,2,2,2,39,0,0,0,0,0,0
9077,170000,2,1,1,35,1,-1,-1,-2,-2,-2
2950,60000,2,2,1,46,0,0,0,0,0,0
8499,10000,1,2,2,34,0,0,0,0,0,0
20452,90000,1,2,2,25,0,0,-1,-1,0,-1
12484,360000,2,1,2,28,0,-1,-1,-1,-1,-1
23324,130000,2,3,2,39,1,2,2,2,0,-1
898,170000,2,1,2,28,2,2,2,2,2,2
12458,30000,1,1,2,23,0,0,0,0,0,0
13055,80000,2,1,2,27,-1,-1,-1,-2,-1,2
5281,10000,1,2,3,37,0,0,-1,0,0,-2
3731,80000,2,3,1,52,2,0,0,-1,0,0
6839,80000,2,2,2,42,2,2,2,2,2,2
19613,5.00E+05,2,1,1,29,-2,-2,-2,-2,-2,-2
9474,170000,2,2,1,52,0,0,0,0,0,0
21459,130000,2,2,2,29,2,0,0,0,0,0
11150,70000,1,2,2,62,1,2,0,0,0,2
20912,160000,1,1,1,41,-1,-1,-1,-1,-1,2
13174,1.00E+05,2,2,1,33,2,0,0,0,0,0
8103,360000,1,1,1,48,0,0,0,0,0,0
8583,360000,2,1,2,47,2,2,3,2,0,0
6874,20000,1,3,1,56,0,0,0,0,2,0
19201,20000,2,2,1,46,3,2,2,2,3,5
17386,250000,2,2,1,35,-2,-2,-2,-2,-2,-1
144,170000,1,2,2,29,-2,-2,-2,-2,-2,-2
9278,160000,1,1,2,31,-1,-1,-1,-1,-1,-1
8911,70000,2,1,2,22,3,2,2,0,0,0
6754,20000,2,2,1,44,8,7,6,5,4,3
2709,2.00E+05,1,1,2,26,0,0,0,0,0,0
6000,360000,2,3,1,36,2,0,0,-2,-2,-2
13315,230000,2,2,1,54,-2,-2,-2,-2,-2,-2
19900,410000,2,2,1,41,2,0,0,0,0,0
15590,5.00E+05,1,3,1,52,-1,-1,-1,-1,-1,-1
19155,230000,2,2,1,37,0,0,0,0,-1,0
3727,250000,2,1,1,38,-1,-1,-1,-1,-1,-1
6549,20000,2,1,2,46,0,0,0,0,0,0
18206,360000,1,1,1,43,1,-1,-1,-1,-1,0
6239,10000,1,2,2,27,0,0,0,0,0,0
8871,190000,2,2,1,45,0,0,0,0,0,0
15219,110000,2,3,2,41,1,2,0,0,0,0
22190,2.00E+05,2,3,1,29,0,0,0,0,0,0
18402,50000,2,2,2,23,0,0,0,0,0,0
20978,30000,1,2,2,44,2,0,0,0,0,0
10156,10000,2,1,2,22,0,0,0,2,2,2
13858,20000,1,3,2,55,-1,3,2,0,0,-1
22596,240000,2,2,1,49,-2,-1,2,-1,-1,-1
21885,340000,2,1,2,27,0,0,0,0,0,0
20813,20000,1,2,2,42,1,2,0,0,2,0
1022,150000,2,2,2,25,0,0,0,0,0,0
1504,50000,1,3,1,54,0,0,0,-1,-1,0
1703,150000,2,1,2,30,0,0,2,0,0,2
3706,80000,2,3,2,34,1,-2,-2,-2,-2,-2
17450,1.00E+05,2,2,2,43,0,0,0,2,2,0
14313,3.00E+05,2,1,1,56,1,-2,-2,-2,-2,-2
3769,180000,2,1,2,29,-2,-2,-2,-2,-2,-2
24017,120000,1,1,2,28,-1,-1,-1,-1,-1,-1
15734,20000,2,2,2,23,0,0,0,0,0,0
10490,2.00E+05,2,2,1,31,1,2,0,0,0,0
22267,4.00E+05,2,1,2,29,0,0,2,0,0,0
1558,310000,1,1,1,50,-1,-1,-1,-1,-1,-1
2915,320000,2,2,2,50,-1,0,-1,-1,-1,-1
8998,80000,1,2,2,31,8,7,6,5,4,3
18585,80000,2,2,1,27,0,0,0,0,0,0
21888,3.00E+05,2,2,2,26,0,0,0,0,0,0
14156,20000,2,2,2,34,-1,-1,-1,-1,-1,-1
21144,60000,1,2,1,36,0,0,0,0,0,0
5095,360000,1,1,2,26,0,-1,-1,0,-1,-1
20370,180000,1,1,2,23,0,0,0,0,-2,-2
15544,180000,1,1,2,30,1,-2,-2,-2,-2,-2
1235,280000,2,1,2,30,0,0,0,0,0,0
2494,290000,2,2,1,32,0,0,0,0,0,0
17377,70000,2,2,1,42,0,0,0,0,0,0
10346,260000,1,2,1,35,-1,-1,-1,-1,-1,-1
22186,290000,2,2,2,28,0,0,0,0,0,-1
23965,20000,1,2,1,24,1,4,3,2,2,2
5435,90000,1,3,1,45,2,0,0,-1,-1,-2
7581,360000,1,1,1,38,0,0,0,0,0,0
12088,360000,2,2,2,34,1,-2,-2,-2,-2,-2
15698,130000,1,2,1,33,0,0,0,0,0,0
16350,210000,2,1,2,37,-1,-1,-1,-1,0,-1
3546,90000,1,2,1,39,0,0,0,0,0,0
15241,180000,2,2,1,42,1,-2,-2,-2,-2,-2
6715,170000,1,1,1,45,2,-1,-1,-1,-1,-1
15183,60000,2,2,2,25,0,0,0,0,0,0
17235,80000,2,2,1,35,2,2,2,0,0,2
9602,140000,2,3,2,24,0,0,0,0,0,0
290,240000,2,2,1,46,0,0,0,0,0,0
12275,40000,2,2,2,23,2,2,2,0,0,0
13621,50000,1,2,1,49,0,0,0,0,0,0
17428,230000,2,2,2,38,-2,-1,0,0,0,0
4490,130000,1,3,2,27,0,0,0,0,0,0
11061,380000,1,1,1,39,1,-2,-2,-2,-2,-2
3457,50000,1,1,2,29,1,2,2,2,2,2
14160,220000,2,1,2,36,-1,-1,-1,-1,-1,-1
16742,2.00E+05,1,1,2,38,-2,-2,-2,-2,-2,-2
12180,320000,1,1,2,32,-1,-1,-1,0,0,-1
784,210000,2,1,1,42,1,-2,-1,-1,-2,-2
8561,50000,2,2,1,32,-1,-1,-1,-1,-1,-1
5001,170000,2,3,1,61,1,-2,-2,-2,-1,-1
14756,2.00E+05,2,1,1,64,-1,-1,-1,0,0,-1
8492,120000,1,1,1,48,-1,-1,-1,-1,-1,-1
21583,20000,2,3,2,22,3,2,2,4,4,4
17250,180000,2,1,1,42,0,0,0,0,0,0
8624,390000,2,2,1,45,1,-2,-2,-2,-2,-2
9562,1.00E+05,2,3,2,27,0,0,0,0,0,0
4577,90000,2,1,2,29,1,-1,-1,-2,-2,-2
19104,50000,2,2,1,40,1,3,2,0,0,0
18369,30000,2,2,2,22,0,0,0,2,2,2
20346,80000,2,3,2,65,2,0,0,0,0,0
18792,110000,2,2,2,29,2,0,0,0,0,0
22013,50000,2,2,2,27,0,0,0,2,0,0
3182,150000,2,3,1,59,-2,-2,-2,-2,-2,-2
266,150000,2,2,1,25,-1,-1,-2,-1,-1,-1
20205,20000,2,3,2,52,0,0,0,0,0,2
7034,90000,2,2,1,24,0,0,0,0,0,0
19896,170000,2,2,1,32,1,2,-1,-1,0,0
12445,2.00E+05,2,1,2,29,1,-2,-2,-2,-2,-2
23766,150000,2,1,2,52,0,0,0,0,0,0
17621,280000,2,1,2,31,-1,-1,-1,-1,-1,-1
12452,290000,1,2,2,34,1,-2,-1,0,0,0
15247,2.00E+05,2,1,1,28,0,0,0,0,0,0
957,210000,2,2,2,30,0,0,0,0,0,0
13848,360000,1,1,2,34,2,2,-2,-2,-2,-2
5475,290000,2,1,2,36,1,2,2,2,2,0
1210,20000,1,3,1,23,-1,-1,0,0,0,0
12546,240000,1,2,1,49,-2,-2,-2,-2,-2,-2
19738,50000,2,2,1,35,3,2,0,0,0,0
8587,170000,2,1,1,63,0,0,0,0,0,0
1457,50000,2,3,3,43,0,0,0,0,0,0
3386,2.00E+05,2,1,1,32,-2,-2,-2,-2,-2,-2
13064,90000,1,1,2,31,0,0,0,0,0,0
22426,360000,2,3,2,37,-1,-1,-1,-1,-1,-1
23338,3.00E+05,2,2,2,43,-2,-2,-2,-2,-2,-2
5351,20000,1,3,2,24,0,0,0,0,0,2
18242,190000,1,2,1,50,1,2,2,2,2,2
23684,240000,2,1,1,44,-2,-2,-2,-2,-2,-2
9333,420000,2,1,1,30,-1,-1,-1,-1,-1,-1
24049,130000,1,2,2,27,-1,-1,-1,-1,-1,-1
1296,320000,2,1,2,30,0,0,0,0,0,0
22870,120000,2,2,2,29,1,-2,-2,-2,-2,-2
11284,30000,2,2,2,25,1,2,2,2,2,2
23128,170000,2,2,1,29,0,0,0,0,0,0
16791,250000,1,5,1,39,-2,-2,-2,-2,-2,-2
1009,30000,1,2,2,34,0,0,4,3,2,0
4816,50000,1,2,3,37,0,0,0,0,0,0
2172,230000,1,1,1,34,0,0,0,0,0,0
9096,2.00E+05,1,2,1,36,1,-2,-2,-2,-2,-2
5393,90000,1,2,2,28,2,0,0,0,2,2
23191,340000,2,1,1,36,0,0,0,0,0,0
6117,170000,2,2,1,37,1,-2,-2,-2,-2,-2
20569,20000,1,2,2,28,2,2,0,0,0,0
16931,50000,1,2,2,53,0,0,0,0,0,0
10912,30000,2,2,2,22,-1,0,-1,-1,-1,-1
2973,440000,2,2,1,42,1,-2,-2,-2,-2,-2
10875,150000,2,3,2,60,0,0,0,0,0,0
19305,230000,2,1,1,31,0,0,-1,2,0,0
13667,80000,1,2,2,38,0,0,0,0,0,0
10574,120000,2,1,2,31,-1,-1,-1,0,-1,0
14892,50000,2,2,1,29,2,2,7,7,7,6
9860,2.00E+05,2,1,1,28,-1,-1,-2,-2,-2,-2
22685,450000,2,2,1,43,-2,-2,-2,-2,-2,-2
23057,160000,2,1,2,29,0,0,0,0,0,2
8021,30000,2,2,1,45,0,0,0,0,0,0
15377,230000,2,2,2,39,0,0,0,0,0,0
9925,210000,2,2,1,37,-2,-2,-2,-2,-2,-2
4846,170000,1,2,2,34,-1,-1,-1,-1,-1,-1
22513,220000,2,2,1,34,0,0,0,0,0,0
14522,160000,1,1,2,33,1,-1,2,0,0,-1
2243,10000,2,2,2,22,1,2,2,2,0,0
23595,150000,2,3,1,41,0,0,0,0,0,-2
22945,220000,2,2,1,35,0,0,0,0,0,0
6757,90000,1,2,1,28,0,0,-2,-2,-2,-2
11279,260000,1,1,2,30,0,0,0,0,0,0
11161,50000,1,2,2,23,0,0,0,0,0,0
8887,70000,1,3,0,26,1,2,2,0,0,0
1731,150000,2,1,1,31,-2,-2,-2,-2,-2,-2
22993,310000,2,2,1,46,-1,-1,-1,-1,-1,-2
1724,160000,2,1,2,27,0,0,-2,-1,-1,-1
14958,150000,2,1,2,24,-1,-1,-1,-1,-1,-1
6195,360000,1,2,2,28,0,0,-1,0,0,0
2397,2.00E+05,1,2,1,29,0,0,0,2,2,2
19071,120000,2,1,1,35,0,0,0,0,0,0
20012,170000,2,3,2,33,2,0,0,0,0,0
8556,260000,1,1,2,38,0,-1,-1,-1,-1,0
17745,260000,2,2,1,56,0,0,-2,-2,-1,0
2934,110000,2,2,1,28,0,0,0,0,0,0
5198,50000,2,2,1,42,0,0,0,0,0,0
16905,370000,1,1,2,37,-2,-2,-2,-2,-2,-2
4133,390000,2,1,2,26,-2,-1,-1,0,0,0
567,90000,2,1,2,24,0,0,0,0,0,0
6391,150000,2,2,2,33,-1,0,0,0,0,0
401,240000,1,1,2,29,0,0,0,0,0,-1
13112,3.00E+05,2,1,2,28,0,0,0,0,-1,0
1561,50000,2,2,1,48,0,0,0,0,0,0
18678,2.00E+05,2,2,1,29,0,0,0,0,0,0
19901,2.00E+05,2,3,1,42,-1,-1,-1,2,-1,0
6444,110000,2,2,2,32,0,0,0,0,0,0
18588,180000,2,1,2,28,0,0,0,0,0,0
14764,220000,2,2,1,36,2,2,2,0,0,0
3984,80000,2,1,1,30,0,0,0,0,0,2
16217,50000,2,2,1,31,0,0,0,0,0,0
2745,240000,1,3,1,55,0,0,0,0,0,0
15381,390000,2,1,2,30,0,0,0,0,0,0
9493,50000,1,3,1,38,1,5,4,3,2,0
22621,20000,2,2,1,43,4,4,3,2,2,2
5005,420000,2,2,2,28,-1,0,0,0,0,-1
9704,10000,2,1,2,29,-1,-1,-1,-1,-1,-1
5612,50000,1,2,2,37,0,0,0,0,0,0
18158,20000,1,1,1,35,2,2,2,-1,0,0
10342,240000,1,1,3,65,0,0,0,-1,-1,-1
23330,240000,2,1,2,35,-2,-2,-2,-2,-2,-2
3246,30000,1,2,2,26,2,0,0,0,2,2
8200,240000,1,1,2,29,0,0,0,0,0,-1
17628,20000,2,2,1,30,0,0,-2,-2,-1,0
16073,50000,2,3,2,40,0,0,0,0,0,0
19600,290000,2,1,2,36,0,0,0,0,0,0
8708,1.00E+05,2,2,2,29,2,0,0,0,0,0
5304,2.00E+05,2,1,2,29,0,0,0,0,2,0
2035,50000,2,1,2,25,-1,-1,-1,-1,-1,-1
14176,5.00E+05,2,1,1,52,-2,-2,-2,-2,-2,-2
